time,SO4_sfc_diff,SO2_sfc_diff,DMS_sfc_diff,HMS_sfc_diff,SS_sfc_diff,SF_sfc_diff,NK_sfc_diff
2022-07-24 22:00:00,4.5632031189290116e-11,5.7001538937894556e-11,5.162392947381097e-12,4.357677764564819e-13,-1.1633808010844975e-14,9.541565877569346e-12,98804044.8675232
2022-07-24 23:00:00,4.564083797427674e-11,5.24507254963114e-11,5.8922351895134796e-12,4.4568378261494347e-13,-1.1855343663946812e-14,8.610647220501176e-12,34365977.88912201
2022-07-25 00:00:00,4.498045627778502e-11,4.909468651192917e-11,5.975768162778219e-12,4.577360033931814e-13,-1.211759716586231e-14,8.050882659325936e-12,-143605135.04657745
2022-07-25 01:00:00,4.464782459450322e-11,4.643476947811176e-11,5.679600770387883e-12,4.63670060972759e-13,-1.2122213100652898e-14,7.964685735679523e-12,-94588826.62062073
2022-07-25 02:00:00,4.4844066778062814e-11,4.373625822619527e-11,5.208887999746934e-12,4.639526937721263e-13,-1.203224933448512e-14,8.37380164962682e-12,64441418.59526062
2022-07-25 03:00:00,4.557318320827675e-11,4.134983149657635e-11,4.7859632589073415e-12,4.590154711528593e-13,-1.1884714097123033e-14,9.08200550888381e-12,102331706.10765076
2022-07-25 04:00:00,4.6221344530138526e-11,3.931639088791097e-11,4.501927773122407e-12,4.4918531808620124e-13,-1.1721273128873231e-14,9.92429502529152e-12,84381307.23777008
2022-07-25 05:00:00,4.678323608692241e-11,3.749206527945285e-11,4.392753681134451e-12,4.415879226539271e-13,-1.213876919216427e-14,1.070496074402176e-11,63421219.92789459
2022-07-25 06:00:00,4.676681769728896e-11,3.563327307944729e-11,4.4247216072729874e-12,4.2954356186949434e-13,-1.2395640965817835e-14,1.1133097635105877e-11,46278778.531555176
2022-07-25 07:00:00,4.652306617212916e-11,3.430368231270937e-11,4.6887446125202376e-12,4.2487094455159327e-13,-1.2414358141539347e-14,1.1402304958102281e-11,29979513.837165833
2022-07-25 08:00:00,4.595853071237061e-11,3.319880680577576e-11,5.1081315347553655e-12,4.2277283782850243e-13,-1.2428207447657515e-14,1.1344648588882574e-11,21863267.910087585
2022-07-25 09:00:00,4.541386940116634e-11,3.235395768804974e-11,5.6283943209578e-12,4.2198767466715166e-13,-1.2245323501502342e-14,1.1121684019833231e-11,18968691.14690399
2022-07-25 10:00:00,4.498516884030835e-11,3.3113953482089084e-11,4.755702321389447e-12,4.2237516588599043e-13,-1.2344122821164548e-14,1.0584840120647323e-11,13952826.076499939
2022-07-25 11:00:00,4.4541427585218146e-11,3.635801899350414e-11,1.2928831350365053e-12,4.2374103380456916e-13,-1.2461876921490885e-14,1.036467417398519e-11,15487779.439247131
2022-07-25 12:00:00,4.4071305386705443e-11,3.6799588765829466e-11,4.855898216856478e-13,4.2188359882443284e-13,-1.2475291549780625e-14,1.0297495594655296e-11,45896751.419029236
2022-07-25 13:00:00,4.365758754853202e-11,3.664777542196415e-11,3.525154392385529e-13,4.210725403307536e-13,-1.2530968255007631e-14,1.0642463157230654e-11,60946871.78919983
2022-07-25 14:00:00,4.3246297860461456e-11,3.635911661518177e-11,3.072729449262633e-13,4.205472216537041e-13,-1.2910521728579127e-14,1.0859849563071884e-11,59565466.769859314
2022-07-25 15:00:00,4.2739621082159204e-11,3.588402317542178e-11,2.8751759869093276e-13,4.1737018021600866e-13,-1.3222432054057328e-14,1.0994206906434329e-11,60815439.77429199
2022-07-25 16:00:00,4.236926532209799e-11,3.538633565206775e-11,2.726179809302928e-13,4.1614909849699373e-13,-1.3436341913995992e-14,1.1136598094639272e-11,68202867.21256256
2022-07-25 17:00:00,4.199372518219803e-11,3.493106979735782e-11,2.688291056157932e-13,4.1503801160358166e-13,-1.3712245752005114e-14,1.121657044276229e-11,75638438.78432465
2022-07-25 18:00:00,4.1651947423069924e-11,3.4369630114608006e-11,2.772251288582339e-13,4.1382823741654064e-13,-1.3873248813331942e-14,1.1298651099376683e-11,83441081.94973755
2022-07-25 19:00:00,4.126841795604766e-11,3.365916325980831e-11,2.982585516794089e-13,4.121271315319942e-13,-1.4086104372333096e-14,1.1362160271428726e-11,91204861.40872192
2022-07-25 20:00:00,4.0851623241517436e-11,3.30077349274845e-11,4.760641294023801e-13,4.121874729123951e-13,-1.4249148338660023e-14,1.140387394053102e-11,103917530.14967346
2022-07-25 21:00:00,4.0587368461293545e-11,3.163862759271851e-11,1.3787835961193934e-12,4.10027375506269e-13,-1.4456835823017034e-14,1.1413458169497458e-11,134372743.68476105
2022-07-25 22:00:00,4.0421854353253786e-11,2.994088388627882e-11,2.4027791244649635e-12,4.0106645758118786e-13,-1.464667276081869e-14,1.145722600321589e-11,183131721.21611023
2022-07-25 23:00:00,3.995492498999491e-11,2.8399291304732625e-11,3.3209219709185675e-12,3.920499787683987e-13,-1.4748789449243257e-14,1.143695253511835e-11,211666246.56105804
2022-07-26 00:00:00,3.893635908218902e-11,2.7009321410244162e-11,3.972914381247668e-12,3.799505713366345e-13,-1.4524794197027268e-14,1.1301374821521024e-11,237150266.7536316
2022-07-26 01:00:00,3.856779860197535e-11,2.598140919810172e-11,4.3961753192417596e-12,3.719830200150327e-13,-1.4461949185764114e-14,1.145273349198484e-11,262095462.02309418
2022-07-26 02:00:00,3.825346382580469e-11,2.4876388626844633e-11,4.666203434839704e-12,3.6018574297162554e-13,-1.4407152459571172e-14,1.1706238534442444e-11,282983014.46009827
