time,UT_SO4_frac,SO4_zc(km)
2022-07-20 00:00:00,0.8973454525295593,1.491861181215113
2022-07-20 01:00:00,0.8988533217140886,1.4891477561207327
2022-07-20 02:00:00,0.9005641917445046,1.4851075169962338
2022-07-20 03:00:00,0.9024141174513566,1.4792385530681353
2022-07-20 04:00:00,0.9039361930649366,1.4718065922201051
2022-07-20 05:00:00,0.9050909799665884,1.4651848773822005
2022-07-20 06:00:00,0.9064600699268867,1.4570131360673912
2022-07-20 07:00:00,0.9076721314569614,1.4474842177927474
2022-07-20 08:00:00,0.9083989792898312,1.4412557447084429
2022-07-20 09:00:00,0.9090932425891567,1.4375987551383824
2022-07-20 10:00:00,0.9095825609947906,1.4358744017569114
2022-07-20 11:00:00,0.9098697263336887,1.4345861138459441
2022-07-20 12:00:00,0.910359085723604,1.4317581630803318
2022-07-20 13:00:00,0.9108731442109794,1.4295814399754598
2022-07-20 14:00:00,0.9114004849862193,1.4277762397994838
2022-07-20 15:00:00,0.9119835013809232,1.4241154100861158
2022-07-20 16:00:00,0.9124479217665213,1.419954593057559
2022-07-20 17:00:00,0.9127297494449614,1.4167084413265365
2022-07-20 18:00:00,0.9134669390360987,1.4113894129979594
2022-07-20 19:00:00,0.9142574090868625,1.4077003529994958
2022-07-20 20:00:00,0.9149206404398575,1.4054692667049469
2022-07-20 21:00:00,0.9153164814753454,1.4039185479412497
2022-07-20 22:00:00,0.9156180228888571,1.4026292427672558
2022-07-20 23:00:00,0.9159021632359201,1.4010482052844024
2022-07-21 00:00:00,0.9165208788885587,1.3989780660789042
2022-07-21 01:00:00,0.9171817996021262,1.3951652740195462
2022-07-21 02:00:00,0.9178407952143688,1.393240141586262
2022-07-21 03:00:00,0.9187763013166723,1.3915041572490199
2022-07-21 04:00:00,0.9195282977396443,1.3872917590900176
2022-07-21 05:00:00,0.9199380980420356,1.3836744265335081
2022-07-21 06:00:00,0.9200951411308037,1.3805790077003581
2022-07-21 07:00:00,0.9197019678771297,1.3762566174481377
2022-07-21 08:00:00,0.9183271728007909,1.3744736651239524
2022-07-21 09:00:00,0.9166456949208509,1.3739868292460269
2022-07-21 10:00:00,0.9147733031161517,1.3745520287609074
2022-07-21 11:00:00,0.9128250907649323,1.375868983473749
2022-07-21 12:00:00,0.9108091313910902,1.3783216106319087
2022-07-21 13:00:00,0.9085506516804531,1.3824455067062544
2022-07-21 14:00:00,0.906038141089055,1.387699277373646
2022-07-21 15:00:00,0.9032530780118753,1.3932921889671193
2022-07-21 16:00:00,0.900273831644554,1.3987621637876018
2022-07-21 17:00:00,0.8975110712047543,1.4046917458364698
2022-07-21 18:00:00,0.8948725879994722,1.4098856837146037
2022-07-21 19:00:00,0.8923888650424147,1.4143990438148986
2022-07-21 20:00:00,0.8903581068690499,1.4188512714123422
2022-07-21 21:00:00,0.8888023373083103,1.4223923368122964
2022-07-21 22:00:00,0.8874449073880933,1.4228635237657155
2022-07-21 23:00:00,0.8867276449804343,1.4227412723438535
2022-07-22 00:00:00,0.8866300856608679,1.4237837084405018
2022-07-22 01:00:00,0.8870603359808097,1.422637973214123
2022-07-22 02:00:00,0.888084688142456,1.422488991953196
2022-07-22 03:00:00,0.88950179448172,1.4226089817635699
2022-07-22 04:00:00,0.8910200461182213,1.4198814616350313
2022-07-22 05:00:00,0.8924089778666509,1.4172205122162678
2022-07-22 06:00:00,0.8940180272223969,1.414812006743724
2022-07-22 07:00:00,0.8953022092097939,1.4093982492510222
2022-07-22 08:00:00,0.8960652806177184,1.4060720323974165
2022-07-22 09:00:00,0.8963913614115704,1.4052978761022308
2022-07-22 10:00:00,0.8963776740222464,1.4069268275251048
2022-07-22 11:00:00,0.8964520122046968,1.4079975642840863
2022-07-22 12:00:00,0.8966264221357163,1.4078343355479384
2022-07-22 13:00:00,0.896553023832891,1.4079126906858395
2022-07-22 14:00:00,0.8966002841399497,1.4090108356363162
2022-07-22 15:00:00,0.8971516613906366,1.4099020789013783
2022-07-22 16:00:00,0.8975049692377581,1.4119265959096403
2022-07-22 17:00:00,0.897736361442985,1.4151574827143294
2022-07-22 18:00:00,0.8979694107116925,1.416347637112205
2022-07-22 19:00:00,0.8980791455575943,1.416059040227982
2022-07-22 20:00:00,0.8982105511438349,1.4159931023852703
2022-07-22 21:00:00,0.898214111517417,1.4158148662841292
2022-07-22 22:00:00,0.8982159033076709,1.4152404214892702
2022-07-22 23:00:00,0.8982564376999977,1.4141502138088649
2022-07-23 00:00:00,0.8985445909375461,1.4123657038824948
2022-07-23 01:00:00,0.8992383694527744,1.4078656929356246
2022-07-23 02:00:00,0.9002373853921599,1.4049590557448433
2022-07-23 03:00:00,0.9012339062705927,1.403513556864038
2022-07-23 04:00:00,0.9020644796580796,1.4011536205248807
2022-07-23 05:00:00,0.9028505284573138,1.3988940082741588
2022-07-23 06:00:00,0.903719486344199,1.3969331242874803
2022-07-23 07:00:00,0.9042985326754082,1.3931946489242046
2022-07-23 08:00:00,0.9045714457492526,1.3908245996458248
2022-07-23 09:00:00,0.904790281906672,1.3907493022329724
2022-07-23 10:00:00,0.9049835214517166,1.393294225657068
2022-07-23 11:00:00,0.905220223367842,1.3957001094947459
2022-07-23 12:00:00,0.9054382686002371,1.3974656140081672
2022-07-23 13:00:00,0.9055933544882441,1.3990521016570605
2022-07-23 14:00:00,0.9056650396306671,1.4010059951237797
2022-07-23 15:00:00,0.9057699825567066,1.4033521651181777
2022-07-23 16:00:00,0.9056677607476957,1.4076216825380854
2022-07-23 17:00:00,0.9055851870444122,1.4117208373428058
