time,SO4_UT14-16km_diff,SO2_UT14-16km_diff,DMS_UT14-16km_diff,HMS_UT14-16km_diff,SS_UT14-16km_diff,SF_UT14-16km_diff,NK_UT14-16km_diff
2022-07-20 20:00:00,2.168364235232469e-12,5.376671069268301e-13,2.0515009726751073e-13,1.203543172733835e-14,-7.291428428377758e-15,2.4872557493781896e-12,1586347311.588745
2022-07-20 21:00:00,2.179772276077827e-12,5.26169876832433e-13,2.016603339302025e-13,1.2112548295333525e-14,-7.343422073677134e-15,2.495180879108453e-12,1452201681.2839355
2022-07-20 22:00:00,2.19423189978581e-12,5.322235477097998e-13,1.7229761538727258e-13,1.2191770385874852e-14,-7.399331348224736e-15,2.505199265687001e-12,1375207079.58741
2022-07-20 23:00:00,2.2086138699693267e-12,5.43354162987142e-13,1.330318537378771e-13,1.2251069305203874e-14,-7.435432602501699e-15,2.515394863239288e-12,1332282779.4901428
2022-07-21 00:00:00,2.2190781092572957e-12,5.487555319509344e-13,9.910796073863397e-14,1.2282389184860874e-14,-7.45495244722057e-15,2.523711374295516e-12,1297412782.1038208
2022-07-21 01:00:00,2.2252634968156367e-12,5.462511558247551e-13,7.415820878447138e-14,1.2281137666148874e-14,-7.457512363021262e-15,2.5287979859364505e-12,1258881621.2135468
2022-07-21 02:00:00,2.2284070915027707e-12,5.384145090552771e-13,5.705792920520117e-14,1.2269013319040621e-14,-7.45545361903135e-15,2.5313954727531078e-12,1218236274.7481995
2022-07-21 03:00:00,2.2272118518495367e-12,5.290621344177419e-13,4.6557380292073085e-14,1.2221840090895249e-14,-7.440503742897762e-15,2.53145106739447e-12,1193689560.2297897
2022-07-21 04:00:00,2.2225045369777276e-12,5.196492970776879e-13,3.961807743784289e-14,1.2144230564851717e-14,-7.40722119703479e-15,2.5299410082289815e-12,1178142531.7616234
2022-07-21 05:00:00,2.215208948945721e-12,5.098169209813819e-13,3.464343727372998e-14,1.206159300642558e-14,-7.368829117464696e-15,2.526691689182555e-12,1158991559.4485817
2022-07-21 06:00:00,2.2073713412834624e-12,4.996234978610011e-13,3.261105855993704e-14,1.1992473968942234e-14,-7.330039137107917e-15,2.5216904894405336e-12,1129096422.1235313
2022-07-21 07:00:00,2.198487808097816e-12,4.897887368006224e-13,3.2955422113314905e-14,1.1933005736744375e-14,-7.289172583084768e-15,2.5139030468153245e-12,1088197400.6406937
2022-07-21 08:00:00,2.1868313299523496e-12,4.801324662479625e-13,3.538447575129312e-14,1.1873681074489817e-14,-7.247349499289036e-15,2.5027293473634052e-12,1045734481.9066162
2022-07-21 09:00:00,2.1773506856627933e-12,4.678973732842648e-13,4.22514459859499e-14,1.1837819231717022e-14,-7.214925403515648e-15,2.4932080960712505e-12,1012912496.4983978
2022-07-21 10:00:00,2.1687699506849635e-12,4.5254715270986196e-13,5.4852127189857846e-14,1.1831506660056434e-14,-7.190289456155787e-15,2.483391573551747e-12,992842377.7264938
2022-07-21 11:00:00,2.1595292877641943e-12,4.3731045805559e-13,6.776713245386978e-14,1.1835579719051206e-14,-7.158670661369312e-15,2.472733669623734e-12,976821136.7657547
2022-07-21 12:00:00,2.155888112356298e-12,4.24031169155245e-13,7.871079581822163e-14,1.1847505089909048e-14,-7.131537570014265e-15,2.4670949264947943e-12,967861114.6252594
2022-07-21 13:00:00,2.15730991931575e-12,4.125687158733025e-13,8.80727879654957e-14,1.1859402058636428e-14,-7.106345702452467e-15,2.4663581199531216e-12,960683688.499424
2022-07-21 14:00:00,2.1616017228349276e-12,4.022433877449045e-13,9.619147474591546e-14,1.1868618840787555e-14,-7.065409170002152e-15,2.4667302886001346e-12,950472045.3305817
2022-07-21 15:00:00,2.1710955416984394e-12,3.935390494824091e-13,1.0311058573927956e-13,1.1886392042959932e-14,-7.045707780096726e-15,2.469342316159481e-12,939340895.4957428
