time,SO4_UT14-16km_diff,SO2_UT14-16km_diff,DMS_UT14-16km_diff,HMS_UT14-16km_diff,SS_UT14-16km_diff,SF_UT14-16km_diff,NK_UT14-16km_diff
2022-07-21 02:00:00,2.1966764373400284e-12,5.375147265156442e-13,6.156786654250438e-14,1.2016399653962567e-14,-7.39977218440828e-15,2.501253784143805e-12,1189400938.9593315
2022-07-21 03:00:00,2.1960372528062826e-12,5.326978473403517e-13,5.168186053702902e-14,1.1971848856887139e-14,-7.384167417571671e-15,2.5018435724155968e-12,1169088635.7086678
2022-07-21 04:00:00,2.1921128109849836e-12,5.287462386357523e-13,4.4858980611072425e-14,1.1896599070222573e-14,-7.350046806718513e-15,2.5009959342566907e-12,1162282317.243946
2022-07-21 05:00:00,2.185859534858792e-12,5.241877446500736e-13,3.996862376496396e-14,1.1816144997598632e-14,-7.310394743531482e-15,2.498613226845441e-12,1160998305.5483093
2022-07-21 06:00:00,2.179429706137528e-12,5.194136718430597e-13,3.784042722009929e-14,1.17501730933783e-14,-7.270728339142384e-15,2.4948686968249176e-12,1158615171.27911
2022-07-21 07:00:00,2.1720976257025436e-12,5.149396617464104e-13,3.82546146846344e-14,1.1694925512669357e-14,-7.229545311897841e-15,2.4886838330580264e-12,1151422954.3615265
2022-07-21 08:00:00,2.161843276129225e-12,5.100633847699117e-13,4.1300248689652796e-14,1.1639713058306094e-14,-7.187450751642559e-15,2.479088450175837e-12,1144381196.2330933
2022-07-21 09:00:00,2.15368750120104e-12,5.006121728507966e-13,4.9467774674347944e-14,1.160945775525816e-14,-7.156922830811118e-15,2.471105098257525e-12,1128890134.4788628
2022-07-21 10:00:00,2.1461768100824886e-12,4.861732556499116e-13,6.431332591308342e-14,1.1610279955385953e-14,-7.135572403699149e-15,2.462543508997859e-12,1110118514.8422012
2022-07-21 11:00:00,2.137752384439369e-12,4.712027026011435e-13,7.935178469336854e-14,1.1621531049505819e-14,-7.107305067599454e-15,2.452896332464348e-12,1090574465.929779
2022-07-21 12:00:00,2.1346264144505336e-12,4.569655750853556e-13,9.173742830503428e-14,1.1641266732691738e-14,-7.084176440231097e-15,2.447989632248733e-12,1068168517.0466652
2022-07-21 13:00:00,2.13636583381539e-12,4.4373635067759683e-13,1.0212843820981855e-13,1.1661732741805253e-14,-7.0632509429726e-15,2.447756994075622e-12,1043991880.3495789
2022-07-21 14:00:00,2.1409312062186014e-12,4.3144551313735637e-13,1.1117617318072088e-13,1.1678709302482523e-14,-7.0265169947934535e-15,2.4486918949176727e-12,1019308591.7966118
2022-07-21 15:00:00,2.150679708378191e-12,4.203975281430673e-13,1.188335948853712e-13,1.1703158209149861e-14,-7.010945528306068e-15,2.451964375961697e-12,995417136.3055573
2022-07-21 16:00:00,2.16345422668661e-12,4.105369826151221e-13,1.2567764714465397e-13,1.1721150041035239e-14,-7.00773974258256e-15,2.458751904947804e-12,975204849.0339394
2022-07-21 17:00:00,2.175136159118908e-12,4.012323659935501e-13,1.3209249536432425e-13,1.1725003447325218e-14,-7.000163160335661e-15,2.464702254493383e-12,962627410.2697334
2022-07-21 18:00:00,2.1853174707963327e-12,3.9236590868315776e-13,1.370043700655636e-13,1.1732681745223222e-14,-6.9913151741882884e-15,2.470987678312084e-12,956156001.7637672
2022-07-21 19:00:00,2.192020304173954e-12,3.8429941815579084e-13,1.4062740888660712e-13,1.1740606191206214e-14,-6.981153703270734e-15,2.4729657156956698e-12,957082919.3070526
2022-07-21 20:00:00,2.1934999512925087e-12,3.7677220225077004e-13,1.431251675668735e-13,1.173759488914315e-14,-6.9744985672552156e-15,2.4708794599820224e-12,963532224.7134476
2022-07-21 21:00:00,2.196289212293293e-12,3.7746804930129965e-13,1.3440803009883828e-13,1.1750050746192294e-14,-6.9750793539976535e-15,2.4707510625137284e-12,980697827.3631668
2022-07-21 22:00:00,2.2009810541985995e-12,3.885062168449614e-13,1.112241422738604e-13,1.1767086233930193e-14,-6.9809662105171395e-15,2.47158374675089e-12,1009610273.4509621
2022-07-21 23:00:00,2.2042196349686426e-12,4.002743428542726e-13,8.60395487733257e-14,1.1774344652920289e-14,-6.987397547238299e-15,2.47138897862679e-12,1045832746.1292686
2022-07-22 00:00:00,2.2089510854884183e-12,4.0901447727227953e-13,6.421902725274253e-14,1.1787201286342888e-14,-7.005931662811807e-15,2.4726708796987965e-12,1083340416.6304169
2022-07-22 01:00:00,2.216257092110126e-12,4.14068614782772e-13,4.795501875463488e-14,1.1810921588945106e-14,-7.028870069414747e-15,2.475961571231895e-12,1122812289.500286
2022-07-22 02:00:00,2.224840159147555e-12,4.1655891659971207e-13,3.694148940458742e-14,1.1833265979393505e-14,-7.0471530690052925e-15,2.4792066847057132e-12,1170784180.2399673
2022-07-22 03:00:00,2.233053835109707e-12,4.1831698422317616e-13,2.9461703678306364e-14,1.18526569261409e-14,-7.061669955782579e-15,2.483868662981898e-12,1224434688.0501328
2022-07-22 04:00:00,2.2392252441772822e-12,4.2082506267072304e-13,2.4461449482910024e-14,1.186047007800493e-14,-7.071841100973014e-15,2.4882284959027977e-12,1281327990.169567
2022-07-22 05:00:00,2.2426399917836366e-12,4.2348177185436455e-13,2.1165652425195138e-14,1.1849775906213183e-14,-7.084466971503482e-15,2.491085355144828e-12,1360847399.2671013
2022-07-22 06:00:00,2.2474676721683004e-12,4.2726452313257366e-13,1.9420305957198104e-14,1.1834328331498224e-14,-7.085842978354384e-15,2.4971089490159566e-12,1453482475.1841354
2022-07-22 07:00:00,2.2508605142525686e-12,4.312121195461324e-13,1.8965725787752606e-14,1.1804107608367848e-14,-7.0795104799600454e-15,2.500586561874438e-12,1536879449.2707214
2022-07-22 08:00:00,2.248285727326074e-12,4.3396977300237163e-13,1.981610357876637e-14,1.1743189395550139e-14,-7.06452127383019e-15,2.4991543663722913e-12,1614519325.611889
2022-07-22 09:00:00,2.249884552552012e-12,4.353604487540125e-13,2.2704490035899457e-14,1.1724896172258547e-14,-7.066219520621055e-15,2.5029963985746924e-12,1699187026.056137
2022-07-22 10:00:00,2.253540350070209e-12,4.3628342466763777e-13,2.8338870217620947e-14,1.1744614404380145e-14,-7.0789447893545624e-15,2.507398351346474e-12,1781168702.7800827
2022-07-22 11:00:00,2.253765981000283e-12,4.3763869884062135e-13,3.468149920576898e-14,1.1760800152576453e-14,-7.079115064819749e-15,2.5103572774687462e-12,1854867384.848854
2022-07-22 12:00:00,2.258979600892146e-12,4.3667062077046594e-13,3.995602569596564e-14,1.1813595259877432e-14,-7.107158502513713e-15,2.5181497318294927e-12,1875202709.2388573
2022-07-22 13:00:00,2.2676881632356917e-12,4.3439349333804015e-13,4.476090240919319e-14,1.1896519425156074e-14,-7.14707197818851e-15,2.5278513187745445e-12,1858685500.0336685
