lev,p_hPa,z_km,mean,p25,p50,p75
0,986.5142019716236,0.23374999121664047,-0.003142074100030934,-0.009247386013282791,-0.0025693308228425,0.0027506813506741673
1,971.6244310048473,0.36625663400749947,-0.004419408178293995,-0.018140526760666378,0.001159458673995978,0.010850727684581235
2,956.7542402749618,0.5001096160252074,-0.005476202455453668,-0.03040627668881409,0.0020793485001509415,0.01950431208254358
3,941.8841473755075,0.6358236496946832,-0.006881597718692265,-0.03313273344342954,0.003015645310010238,0.023959540793845116
4,927.0137936180281,0.7737023136984883,-0.008796571657652512,-0.036480510098171263,0.0038244150666774755,0.026841130336365204
5,912.1431877107561,0.9140599557728831,-0.011123576355134413,-0.040055091963397654,0.003144931503230579,0.029237346244818913
6,897.2725265381572,1.056517394691973,-0.013582883548771522,-0.04616918018854186,-0.0011149259235212813,0.030335340038591202
7,882.4015480213002,1.200972749516894,-0.015960955648330825,-0.04967468912068626,-0.003795217428075275,0.028737878452094606
8,867.5303567964003,1.3475120190675405,-0.018116039118227355,-0.051083089315748606,-0.006108967325855537,0.027316924543535313
9,852.6592652163091,1.4962539028284811,-0.019928900712001693,-0.060135377778828776,-0.007972957207812933,0.028661164973859395
10,837.7879949747113,1.6472308870137926,-0.02133781295415842,-0.0652366470298971,-0.007673207283490163,0.023762944091744915
11,822.9164001887356,1.8005751816165532,-0.022364433520315377,-0.06749636008305442,-0.008001694059432605,0.021521260816728213
12,805.5656263644386,1.9827939680123745,-0.023101814035012047,-0.06538221142792071,-0.0070111973850702815,0.019682769056639664
13,783.256871457526,2.2224936871622756,-0.023463717922878383,-0.06654386640462893,-0.013123674350468538,0.020438996799202906
14,758.4695103909143,2.4962949930620897,-0.023188588744955007,-0.05702062424933224,-0.013283199615661257,0.01998958496578933
15,733.6809880795391,2.77814138452743,-0.022129399206618237,-0.055051804579608093,-0.013874503275003553,0.021773757018654517
16,708.8908488634015,3.067972755313559,-0.02036152673983934,-0.049073838693693556,-0.010029293973886634,0.026422983644733413
17,684.1004760822683,3.3661126328894038,-0.01823831894742875,-0.049761367614874576,-0.007628265331925054,0.027112175745154933
18,653.1112285285492,3.753393324301299,-0.01574045951621625,-0.04622719474443751,-0.00036635883466384683,0.03284645102555883
19,615.9205705120047,4.2379797038361025,-0.013763508034564277,-0.04823050432643855,0.0030205767419188784,0.036317042936074906
20,578.7272043823215,4.752775529501931,-0.01278901072942252,-0.04932088162536033,-0.00033203696146073895,0.03473232846562396
21,541.5297974405477,5.293982624262083,-0.0120996043781669,-0.04850357964287622,-0.008794031164393498,0.035382864048386205
22,504.3267976709419,5.866525051820845,-0.011230076081186558,-0.05505061224644364,-0.007535744460802417,0.03475215899558354
23,467.1182254346348,6.4783499666903825,-0.011158838830718828,-0.04449527752196233,-0.008560202102248025,0.03423252133792307
24,429.9018516259439,7.130616001171602,-0.011039620580820053,-0.03355980194029666,-0.004637503822270838,0.025153987310378417
25,392.6748148107893,7.8276962056910495,-0.007736902529893605,-0.02815063306019601,0.0011721975996662679,0.03115048637280517
26,355.4364121658684,8.582381437087088,-0.0032813561729006808,-0.028542739279848496,0.002787673870040419,0.036380628611567864
27,312.2568471757569,9.510262026437415,-0.00391510239070622,-0.03190493848374086,0.005368253935028761,0.034766334161588176
28,266.2024287155883,10.602168136966553,-0.007446652117832067,-0.03743981318766876,0.0043985839317850165,0.029418220282079407
29,226.40807678064118,11.660990898666412,-0.008851273868451536,-0.03921498850552191,0.004195742313868021,0.024394199829983063
30,192.52002788560424,12.736811932907898,-0.009366323108912639,-0.03223134251002591,-0.005395884919660907,0.020820517663648917
31,163.6614990234374,13.78656633117675,-0.009574917518528622,-0.02629478271948701,-0.007334189806838539,0.013279199123304919
32,139.11500549316403,14.787671064298221,-0.006615587331996643,-0.02050912331162936,-0.008760437413238124,0.006343100751566629
33,118.25,15.906170270258151,-0.002613998490138822,-0.011717851270433972,-0.0026071783155784496,0.005228883117226725
34,100.51435089111324,17.24273064490245,-0.0014732957484287915,-0.008779923150138636,-0.0005755108722168222,0.00518867095752741
35,85.43901824951189,18.813372559902348,-0.0011727973930244653,-0.0052234435315612155,-0.0011826307370275593,0.0025861507907156732
36,72.55786132812501,20.65052603534648,-0.0009972819191809501,-0.0039539405820770345,-0.0009032809946926093,0.001978994964413978
37,61.495662689209006,22.74331462627693,-0.0007989056333897673,-0.0030004050600431764,-0.0006702584349162048,0.0015491321775316525
38,52.015911102294844,24.86505040859316,-0.0004452574374919401,-0.0027982169955580063,-0.00040337649414501765,0.0015341087791599835
39,43.90966415405282,27.052485734519244,-0.0002576209102262861,-0.0023765425395151103,-0.00017359037795557227,0.001949637696181141
40,36.9927101135254,29.32647120258809,-0.00020417656917771562,-0.0019579534679798425,-3.896774566047508e-05,0.001624935477099769
41,31.08891105651863,31.748905700260213,-0.00010913815668395415,-0.001987370013923735,-9.332745732492258e-05,0.001546981902639161
42,26.049108505249027,34.31199278898532,-6.214407067381227e-05,-0.0014138928685759836,-8.601304417387131e-05,0.0015664179881361442
43,21.76100349426269,37.02114906529215,-7.479627350383841e-05,-0.001212797968480621,1.6599028234550502e-05,0.0013579888470653789
44,18.124349594116172,40.00166859906441,-8.570837300371854e-05,-0.001130487251454709,7.248683338428562e-05,0.0010820920196164048
45,15.05025005340576,43.13537659190267,-8.06687341765485e-05,-0.0010092429325788159,-5.192115760227606e-05,0.0008689009501090736
46,12.460150718688988,46.41231625206779,-8.456986267003211e-05,-0.0008420529225239959,-9.06327511718135e-05,0.0007050623245391908
47,10.284920692443848,49.82768019095182,-9.710058641386303e-05,-0.0009609502310131159,-8.039787745874527e-05,0.0006324909901651446
48,8.45639133453367,53.56635280817698,-9.705505241769921e-05,-0.0008535482004836941,4.72402906466171e-05,0.0006256257212606674
49,6.9183211326599094,57.94668908538693,-8.946247182054911e-05,-0.000623441936868051,-6.994969836589927e-05,0.0005483471118289982
50,5.631801128387452,62.66958728955136,-7.241140636616178e-05,-0.0006085265317101875,-3.69345422129604e-05,0.00041138413123522206
51,4.561686038970957,67.91525438663359,-4.1062098639111555e-05,-0.0005756099740825689,-0.00012929463176066303,0.0004608437658400694
52,3.6765010356903076,73.3631121633128,-1.4023843725328569e-05,-0.0004903473206122916,-1.760640939481678e-05,0.00046149267844101916
53,2.948321104049681,79.34230382171329,-4.881683670577876e-06,-0.00040637916700655757,4.6693275159279966e-05,0.00041507632125422207
54,2.352590560913084,86.018857705306,-5.39487935332453e-06,-0.0003028863876174344,7.231282270027963e-05,0.0003148573451948668
55,1.867879986762998,93.22960225320968,1.94668649494582e-06,-0.0002635160172394827,1.675748077448215e-05,0.0002629886883955547
56,1.475649952888488,100.60502256166222,1.4096291746006612e-05,-0.00021739813433264412,-3.393659384395412e-06,0.0002539088827035762
57,1.159975051879883,107.73082344928824,1.920269610635827e-05,-0.00025258722635601897,3.252125529836247e-05,0.00024325358534326227
58,0.9072870612144474,113.85502993179693,1.903365346745468e-05,-0.00017540970606780583,-4.056790748243495e-07,0.00023355975916491183
59,0.705956518650055,119.50150429056178,1.718874805098258e-05,-0.00018246347089962147,1.9941457399530257e-05,0.00021053777732989867
60,0.5462926030159002,124.26019209911512,1.2788330139896878e-05,-0.0001593256995842646,1.8832688796566816e-05,0.0001866260215307578
61,0.4204235970973968,129.0678850820543,4.418319356838607e-06,-0.00016047286786489574,-3.8349128216996926e-06,0.0001644307174336013
62,0.3217835724353792,134.07248354606006,-4.053738709727774e-06,-0.00013221827100835768,-1.0602770389242899e-05,0.00012018486947612769
63,0.24493755400180758,139.49182341933508,-5.561538044079477e-06,-0.00011303249241595938,-4.051631700714183e-06,0.00010997799167876068
64,0.18542200326919586,145.53657974798668,-2.848647554949762e-06,-8.605171436026303e-05,1.2798421461140239e-05,8.001679473840416e-05
65,0.13959898054599765,151.93939327345697,-4.498915784661719e-06,-6.195928220322065e-05,4.487718606660337e-06,4.762712084295742e-05
66,0.10452400892972945,158.88929696286775,-1.0020277839039096e-05,-5.9991601782557293e-05,-1.1719953670633878e-05,3.730997212476376e-05
67,0.07767251133918768,165.48256960765983,-1.1595306711554854e-05,-5.078222442844248e-05,-1.37325372773004e-05,2.356002872334446e-05
68,0.056792508810758584,171.42659336444058,-7.259049302202777e-06,-3.339489991512587e-05,-6.261998396580794e-06,1.7765460765713107e-05
69,0.04014250636100761,177.6333305500759,-3.1258074658323124e-06,-2.5744742114952867e-05,-2.257308371810556e-06,1.504076346067432e-05
70,0.02635000087320806,187.62940859763327,-2.2540315069706613e-06,-1.7256548721173885e-05,-1.0484326054235726e-06,1.1230352039002517e-05
71,0.014999999664723887,209.86898406193973,-1.2389177793098867e-06,-6.414125251294212e-06,-1.1855364022851984e-06,3.746773856549142e-06
